name,price,unit_price,district_code,segment,type,area,level,remaining_years,date
THE BERTH BY THE COVE,2230000,1345,4,CCR,Resale,1658,01 to 05,84.0,Jun-19
THE PEARL @ MOUNT FABER,1618000,1165,4,RCR,Resale,1389,06 to 10,82.0,Jun-19
THE CREST,2416000,1952,3,RCR,Resale,1238,11 to 15,92.0,Jun-19
CORALS AT KEPPEL BAY,2560000,1949,4,RCR,Resale,1313,01 to 05,87.0,Jun-19
BLUE HORIZON,1235000,1062,5,OCR,Resale,1163,16 to 20,80.0,Jun-19
BOTANNIA,1610000,1268,5,OCR,Resale,1270,01 to 05,865.0,Jun-19
THE CREST,2659000,1752,3,RCR,Resale,1518,11 to 15,92.0,Jun-19
REFLECTIONS AT KEPPEL BAY,2056465,1516,4,RCR,Resale,1356,01 to 05,86.0,Jun-19
MERAPRIME,1360000,1620,3,RCR,Resale,840,11 to 15,83.0,Jun-19
CENTRAL GREEN CONDOMINIUM,1950000,1362,3,RCR,Resale,1432,01 to 05,72.0,Jun-19
ECHELON,1680000,1951,3,RCR,Resale,861,31 to 35,92.0,Jun-19
CARIBBEAN AT KEPPEL BAY,2520000,1540,4,RCR,Resale,1636,01 to 05,79.0,Jun-19
CARIBBEAN AT KEPPEL BAY,2388000,1509,4,RCR,Resale,1582,01 to 05,79.0,Jun-19
TANGLIN VIEW,1450000,1214,3,RCR,Resale,1195,01 to 05,77.0,Jun-19
TANGLIN VIEW,1655000,1325,3,RCR,Resale,1249,06 to 10,77.0,Jun-19
CARIBBEAN AT KEPPEL BAY,1928000,1505,4,RCR,Resale,1281,01 to 05,79.0,Jun-19
THE INFINITI,1068000,1167,5,OCR,Resale,915,06 to 10,999.0,May-19
BLUE HORIZON,1120000,963,5,OCR,Resale,1163,11 to 15,80.0,May-19
QUEENS,1530000,1281,3,RCR,Resale,1195,06 to 10,78.0,May-19
BLUE HORIZON,1270000,1092,5,OCR,Resale,1163,16 to 20,80.0,May-19
BLUE HORIZON,1250000,1075,5,OCR,Resale,1163,06 to 10,80.0,May-19
COMMONWEALTH TOWERS,1550000,1714,3,RCR,Resale,904,06 to 10,93.0,May-19
SKYLINE RESIDENCES,3000000,1858,4,RCR,Resale,1615,06 to 10,999.0,May-19
DOVER PARKVIEW,1040000,1111,5,RCR,Resale,936,06 to 10,73.0,May-19
CARIBBEAN AT KEPPEL BAY,1890000,1554,4,RCR,Resale,1216,01 to 05,79.0,May-19
REFLECTIONS AT KEPPEL BAY,2016945,1549,4,RCR,Resale,1302,01 to 05,86.0,May-19
GOLD COAST CONDOMINIUM,1550000,1043,5,RCR,Resale,1485,01 to 05,999.0,May-19
CARIBBEAN AT KEPPEL BAY,1558000,1744,4,RCR,Resale,893,06 to 10,79.0,May-19
TANGLIN VIEW,1538000,1348,3,RCR,Resale,1141,11 to 15,77.0,May-19
THE PEAK@BALMEG,3280000,1259,5,RCR,Resale,2605,01 to 05,999.0,May-19
CARABELLE,1300000,1372,5,OCR,Resale,947,06 to 10,865.0,May-19
MARINA BAY RESIDENCES,3200000,2608,1,CCR,Resale,1227,46 to 50,85.0,May-19
CENTRAL GREEN CONDOMINIUM,1300000,1372,3,RCR,Resale,947,01 to 05,72.0,May-19
THE MAYLEA,1280000,1321,5,RCR,Resale,969,01 to 05,999.0,May-19
THE INTERLACE,2238000,1291,4,RCR,Resale,1733,06 to 10,89.0,May-19
THE INTERLACE,3480000,1033,4,RCR,Resale,3369,01 to 05,89.0,May-19
THE COAST AT SENTOSA COVE,6520000,1364,4,CCR,Resale,4779,06 to 10,86.0,May-19
REGENT PARK,898000,993,5,OCR,Resale,904,01 to 05,73.0,May-19
QUEENS PEAK,1666000,1935,3,RCR,New Sale,861,36 to 40,95.0,May-19
REFLECTIONS AT KEPPEL BAY,2980000,1846,4,RCR,Resale,1615,01 to 05,86.0,May-19
HARBOUR VIEW TOWERS,1900000,1177,4,RCR,Resale,1615,21 to 25,70.0,May-19
SEASCAPE,3100000,1327,4,CCR,Resale,2336,01 to 05,87.0,May-19
SEAHILL,1480000,1403,5,OCR,Resale,1055,26 to 30,91.0,May-19
BOTANNIA,1800000,1100,5,OCR,Resale,1636,01 to 05,865.0,May-19
WEST BAY CONDOMINIUM,785000,900,5,OCR,Resale,872,01 to 05,71.0,May-19
THE REGENCY AT TIONG BAHRU,2520000,1540,3,RCR,Resale,1636,16 to 20,999.0,May-19
ECHELON,1448888,1979,3,RCR,Resale,732,11 to 15,92.0,May-19
THE SPECTRUM,1180000,1085,5,RCR,Resale,1087,01 to 05,999.0,May-19
HERITAGE VIEW,1380000,1155,5,RCR,Resale,1195,06 to 10,76.0,May-19
COMMONWEALTH TOWERS,1300000,1887,3,RCR,Resale,689,21 to 25,93.0,May-19
HUNDRED TREES,1950000,1208,5,OCR,Resale,1615,01 to 05,865.0,May-19
REFLECTIONS AT KEPPEL BAY,2650000,1746,4,RCR,Resale,1518,06 to 10,86.0,May-19
THE ANCHORAGE,2280000,1605,3,RCR,Resale,1421,11 to 15,999.0,May-19
REFLECTIONS AT KEPPEL BAY,3130000,1829,4,RCR,Resale,1711,06 to 10,86.0,May-19
HIGHLINE RESIDENCES,2100000,1823,3,RCR,Resale,1152,16 to 20,93.0,May-19
TANGLIN VIEW,1500000,1315,3,RCR,Resale,1141,01 to 05,77.0,May-19
REFLECTIONS AT KEPPEL BAY,2800000,1845,4,RCR,Resale,1518,01 to 05,86.0,May-19
CARIBBEAN AT KEPPEL BAY,1425000,1595,4,RCR,Resale,893,01 to 05,79.0,May-19
SPOTTISWOODE RESIDENCES,1880000,2031,2,RCR,Resale,926,21 to 25,999.0,May-19
THE ANCHORAGE,1760000,1486,3,RCR,Resale,1184,01 to 05,999.0,May-19
THE CREST,1745000,2191,3,RCR,Resale,797,01 to 05,92.0,May-19
VARSITY PARK CONDOMINIUM,1680000,1123,5,OCR,Resale,1496,01 to 05,84.0,May-19
BLUE HORIZON,1330000,1093,5,OCR,Resale,1216,11 to 15,80.0,May-19
TREASURE PLACE,1620000,1045,5,RCR,Resale,1550,01 to 05,999.0,May-19
RIVER PLACE,1120000,1406,3,RCR,Resale,797,01 to 05,75.0,May-19
BOTANNIA,2000000,1281,5,OCR,Resale,1561,01 to 05,865.0,May-19
SPOTTISWOODE RESIDENCES,1100000,1825,2,RCR,Resale,603,06 to 10,999.0,May-19
REFLECTIONS AT KEPPEL BAY,2011280,1683,4,RCR,Resale,1195,01 to 05,86.0,May-19
HARBOUR VIEW TOWERS,1450000,1203,4,RCR,Resale,1206,06 to 10,70.0,May-19
WESTCOVE CONDOMINIUM,1210000,786,5,OCR,Resale,1539,01 to 05,75.0,May-19
REFLECTIONS AT KEPPEL BAY,2920000,1596,4,RCR,Resale,1830,16 to 20,86.0,May-19
CARIBBEAN AT KEPPEL BAY,2300000,1548,4,RCR,Resale,1485,01 to 05,79.0,May-19
THE MAYLEA,790000,1498,5,RCR,Resale,527,01 to 05,999.0,May-19
BLUE HORIZON,1360000,1118,5,OCR,Resale,1216,21 to 25,80.0,May-19
FABER CREST,1300000,951,5,OCR,Resale,1367,01 to 05,76.0,May-19
TANGLIN VIEW,1540000,1337,3,RCR,Resale,1152,01 to 05,77.0,May-19
REFLECTIONS AT KEPPEL BAY,2628888,1720,4,RCR,Resale,1528,01 to 05,86.0,May-19
QUEENS,1800000,1277,3,RCR,Resale,1410,06 to 10,78.0,May-19
THE CREST,1698000,2132,3,RCR,Resale,797,21 to 25,92.0,May-19
THE CREST,2035400,2101,3,RCR,Resale,969,21 to 25,92.0,May-19
THE BERTH BY THE COVE,1780000,1367,4,CCR,Resale,1302,01 to 05,84.0,May-19
THE INTERLACE,1380000,1282,4,RCR,Resale,1076,01 to 05,89.0,May-19
THE TRILINQ,1490000,1629,5,OCR,Resale,915,06 to 10,92.0,May-19
ECHELON,1390000,1899,3,RCR,Resale,732,21 to 25,92.0,Apr-19
THE ANCHORAGE,2300000,1571,3,RCR,Resale,1464,06 to 10,999.0,Apr-19
RIVER PLACE,1145000,1437,3,RCR,Resale,797,01 to 05,75.0,Apr-19
QUEENS,1530000,1292,3,RCR,Resale,1184,21 to 25,78.0,Apr-19
THE ANCHORAGE,2400000,1548,3,RCR,Resale,1550,01 to 05,999.0,Apr-19
CENTRAL GREEN CONDOMINIUM,1870000,1448,3,RCR,Resale,1292,06 to 10,72.0,Apr-19
ECHELON,1680000,1951,3,RCR,Resale,861,21 to 25,92.0,Apr-19
HUNDRED TREES,1900000,1177,5,OCR,Resale,1615,01 to 05,865.0,Apr-19
DOVER PARKVIEW,1050000,1121,5,RCR,Resale,936,01 to 05,73.0,Apr-19
QUEENS,1530000,1281,3,RCR,Resale,1195,11 to 15,78.0,Apr-19
CARABELLE,1270000,1341,5,OCR,Resale,947,06 to 10,865.0,Apr-19
THE CREST,2249000,2176,3,RCR,Resale,1033,01 to 05,92.0,Apr-19
TANGLIN VIEW,1550000,1346,3,RCR,Resale,1152,11 to 15,77.0,Apr-19
FLYNN PARK,2620000,1199,5,RCR,Resale,2185,01 to 05,999.0,Apr-19
MERAPRIME,1750000,1563,3,RCR,Resale,1119,21 to 25,83.0,Apr-19
BLUE HORIZON,975000,1078,5,OCR,Resale,904,11 to 15,80.0,Apr-19
TANGLIN VIEW,1500000,1290,3,RCR,Resale,1163,11 to 15,77.0,Apr-19
CORALS AT KEPPEL BAY,7600000,2859,4,RCR,Resale,2659,01 to 05,87.0,Apr-19
CARIBBEAN AT KEPPEL BAY,1400000,1567,4,RCR,Resale,893,01 to 05,79.0,Apr-19
WEST BAY CONDOMINIUM,800000,854,5,OCR,Resale,936,01 to 05,71.0,Apr-19
DOVER PARKVIEW,1035000,1105,5,RCR,Resale,936,06 to 10,73.0,Apr-19
CLEMENTIWOODS CONDOMINIUM,1825000,1101,5,OCR,Resale,1658,01 to 05,86.0,Apr-19
FLYNN PARK,2730888,1244,5,RCR,Resale,2196,01 to 05,999.0,Apr-19
THE GRANDHILL,1740000,1336,5,RCR,Resale,1302,01 to 05,999.0,Apr-19
ASCENTIA SKY,1510000,1492,3,RCR,Resale,1012,06 to 10,88.0,Apr-19
HERITAGE VIEW,1400000,1204,5,RCR,Resale,1163,16 to 20,76.0,Apr-19
DOVER PARKVIEW,1430000,1145,5,RCR,Resale,1249,11 to 15,73.0,Apr-19
HERITAGE VIEW,1496000,1241,5,RCR,Resale,1206,01 to 05,76.0,Apr-19
SEAHILL,900000,1442,5,OCR,Resale,624,06 to 10,91.0,Apr-19
THE ANCHORAGE,2460000,1587,3,RCR,Resale,1550,06 to 10,999.0,Apr-19
CORALS AT KEPPEL BAY,1856000,2155,4,RCR,Resale,861,06 to 10,87.0,Apr-19
CORALS AT KEPPEL BAY,19000000,2569,4,RCR,Resale,7395,01 to 05,87.0,Apr-19
ASCENTIA SKY,2280000,1546,3,RCR,Resale,1475,31 to 35,88.0,Apr-19
CENTRAL GREEN CONDOMINIUM,1180000,1544,3,RCR,Resale,764,01 to 05,72.0,Apr-19
BOTANNIA,1580000,1255,5,OCR,Resale,1259,01 to 05,865.0,Apr-19
CARABELLE,2575000,1239,5,OCR,Resale,2077,11 to 15,865.0,Apr-19
ECHELON,1650000,1648,3,RCR,Resale,1001,01 to 05,92.0,Apr-19
THE INFINITI,1360000,1099,5,OCR,Resale,1238,01 to 05,999.0,Apr-19
MARINA COLLECTION,7000000,1847,4,CCR,Resale,3789,01 to 05,87.0,Apr-19
BOTANNIA,1540000,1202,5,OCR,Resale,1281,06 to 10,865.0,Apr-19
SPOTTISWOODE RESIDENCES,1167000,1936,2,RCR,Resale,603,26 to 30,999.0,Apr-19
BLUE HORIZON,960000,1025,5,OCR,Resale,936,06 to 10,80.0,Apr-19
THE CREST,1739500,2184,3,RCR,Resale,797,06 to 10,92.0,Apr-19
PARC IMPERIAL,1300000,1438,5,RCR,Resale,904,01 to 05,999.0,Apr-19
THE PEAK@BALMEG,2650000,1510,5,RCR,Resale,1755,01 to 05,999.0,Apr-19
MARINA BAY RESIDENCES,1620000,2181,1,CCR,Resale,743,31 to 35,85.0,Apr-19
THE CREST,1820600,2014,3,RCR,Resale,904,16 to 20,92.0,Apr-19
WESTCOVE CONDOMINIUM,999888,911,5,OCR,Resale,1098,01 to 05,75.0,Apr-19
COMMONWEALTH TOWERS,918000,2031,3,RCR,Resale,452,11 to 15,93.0,Apr-19
THE TRILINQ,1520148,1623,5,OCR,Resale,936,11 to 15,92.0,Apr-19
THE INTERLACE,1540000,1475,4,RCR,Resale,1044,11 to 15,89.0,Apr-19
HARBOUR VIEW TOWERS,1100000,1381,4,RCR,Resale,797,21 to 25,70.0,Apr-19
THE CREST,1680000,2081,3,RCR,Resale,807,16 to 20,92.0,Apr-19
BLUE HORIZON,980000,1046,5,OCR,Resale,936,11 to 15,80.0,Apr-19
QUEENS,1530000,1292,3,RCR,Resale,1184,26 to 30,78.0,Apr-19
THE STELLAR,1735000,1221,5,OCR,Resale,1421,01 to 05,999.0,Apr-19
CLEMENTIWOODS CONDOMINIUM,1880000,1157,5,OCR,Resale,1625,01 to 05,86.0,Apr-19
THE PARC CONDOMINIUM,1810000,1345,5,OCR,Resale,1346,21 to 25,999.0,Apr-19
VARSITY PARK CONDOMINIUM,1740000,1078,5,OCR,Resale,1615,01 to 05,84.0,Apr-19
BLUE HORIZON,1200000,1042,5,OCR,Resale,1152,06 to 10,80.0,Apr-19
THE CREST,2010000,1698,3,RCR,Resale,1184,06 to 10,92.0,Apr-19
VARSITY PARK CONDOMINIUM,1600000,1170,5,OCR,Resale,1367,01 to 05,84.0,Apr-19
THE CREST,2318000,1825,3,RCR,Resale,1270,11 to 15,92.0,Apr-19
THE PEARL @ MOUNT FABER,1620000,1167,4,RCR,Resale,1389,06 to 10,82.0,Apr-19
VARSITY PARK CONDOMINIUM,1200000,1186,5,OCR,Resale,1012,01 to 05,84.0,Apr-19
THE PARC CONDOMINIUM,1702800,1307,5,OCR,Resale,1302,01 to 05,999.0,Mar-19
HUNDRED TREES,1220000,1333,5,OCR,Resale,915,06 to 10,865.0,Mar-19
DOVER PARKVIEW,1088000,1123,5,RCR,Resale,969,11 to 15,73.0,Mar-19
SPOTTISWOODE RESIDENCES,1105000,1833,2,RCR,Resale,603,11 to 15,999.0,Mar-19
FABER CREST,1200000,945,5,OCR,Resale,1270,01 to 05,76.0,Mar-19
REGENT PARK,910000,939,5,OCR,Resale,969,01 to 05,73.0,Mar-19
ECHELON,2478000,1680,3,RCR,Resale,1475,21 to 25,92.0,Mar-19
EMERALD PARK,1410000,1297,3,RCR,Resale,1087,06 to 10,71.0,Mar-19
THE CREST,1983000,2024,3,RCR,Resale,980,21 to 25,92.0,Mar-19
CARIBBEAN AT KEPPEL BAY,2515000,1537,4,RCR,Resale,1636,01 to 05,79.0,Mar-19
MARINA BAY SUITES,3380000,2080,1,CCR,Resale,1625,61 to 65,87.0,Mar-19
QUEENS,1530000,1292,3,RCR,Resale,1184,06 to 10,78.0,Mar-19
TANGLIN VIEW,1530000,1341,3,RCR,Resale,1141,06 to 10,77.0,Mar-19
QUEENS,1238000,1353,3,RCR,Resale,915,31 to 35,78.0,Mar-19
THE TRILINQ,3338000,1077,5,OCR,Resale,3100,31 to 35,92.0,Mar-19
THE PEARL @ MOUNT FABER,1570000,1131,4,RCR,Resale,1389,06 to 10,82.0,Mar-19
CORALS AT KEPPEL BAY,2800000,1899,4,RCR,Resale,1475,06 to 10,87.0,Mar-19
THE PEARL @ MOUNT FABER,1350000,1161,4,RCR,Resale,1163,01 to 05,82.0,Mar-19
THE OCEANFRONT @ SENTOSA COVE,2800000,1636,4,CCR,Resale,1711,06 to 10,85.0,Mar-19
BLUE HORIZON,1295040,1065,5,OCR,Resale,1216,06 to 10,80.0,Mar-19
MARINA COLLECTION,6300000,1846,4,CCR,Resale,3412,01 to 05,87.0,Mar-19
CLEMENTIWOODS CONDOMINIUM,1215000,1152,5,OCR,Resale,1055,01 to 05,86.0,Mar-19
THE OCEANFRONT @ SENTOSA COVE,2476500,1300,4,CCR,Resale,1905,01 to 05,85.0,Mar-19
DOVER PARKVIEW,1475000,1181,5,RCR,Resale,1249,11 to 15,73.0,Mar-19
REGENT PARK,1037500,984,5,OCR,Resale,1055,01 to 05,73.0,Mar-19
BLUE HORIZON,1330000,1144,5,OCR,Resale,1163,21 to 25,80.0,Mar-19
THE CREST,1275120,2078,3,RCR,Resale,614,06 to 10,92.0,Mar-19
REFLECTIONS AT KEPPEL BAY,1650000,1345,4,RCR,Resale,1227,06 to 10,86.0,Mar-19
CARIBBEAN AT KEPPEL BAY,1828000,1439,4,RCR,Resale,1270,06 to 10,79.0,Mar-19
ASCENTIA SKY,1998000,1355,3,RCR,Resale,1475,11 to 15,88.0,Mar-19
THE PARC CONDOMINIUM,1650000,1357,5,OCR,Resale,1216,01 to 05,999.0,Mar-19
TANGLIN VIEW,2950000,1269,3,RCR,Resale,2325,16 to 20,77.0,Mar-19
BOTANNIA,1546000,1249,5,OCR,Resale,1238,01 to 05,865.0,Mar-19
THE CREST,3002910,1848,3,RCR,Resale,1625,16 to 20,92.0,Mar-19
THE SORRENTO,1168000,1447,5,OCR,Resale,807,01 to 05,999.0,Mar-19
DOVER PARKVIEW,1025000,1095,5,RCR,Resale,936,01 to 05,73.0,Mar-19
EMERALD PARK,1250000,1150,3,RCR,Resale,1087,01 to 05,71.0,Mar-19
THE FOLIAGE,1380000,1245,5,RCR,Resale,1109,01 to 05,999.0,Mar-19
CARIBBEAN AT KEPPEL BAY,2075000,1555,4,RCR,Resale,1335,01 to 05,79.0,Mar-19
WEST BAY CONDOMINIUM,1215000,842,5,OCR,Resale,1442,01 to 05,71.0,Mar-19
RIVER PLACE,1170000,1430,3,RCR,Resale,818,01 to 05,75.0,Mar-19
HERITAGE VIEW,1220000,1259,5,RCR,Resale,969,06 to 10,76.0,Mar-19
ASCENTIA SKY,2096000,1421,3,RCR,Resale,1475,11 to 15,88.0,Mar-19
TWIN REGENCY,2050000,1671,3,RCR,Resale,1227,16 to 20,999.0,Mar-19
THE PARC CONDOMINIUM,1952000,1353,5,OCR,Resale,1442,11 to 15,999.0,Mar-19
THE CREST,2080000,1757,3,RCR,Resale,1184,06 to 10,92.0,Mar-19
DOVER PARKVIEW,1008000,1076,5,RCR,Resale,936,16 to 20,73.0,Mar-19
THE INTERLACE,2350000,1307,4,RCR,Resale,1798,06 to 10,89.0,Mar-19
THE INTERLACE,3000000,817,4,RCR,Resale,3671,16 to 20,89.0,Mar-19
MERAPRIME,2050000,1561,3,RCR,Resale,1313,06 to 10,83.0,Mar-19
QUEENS,1540500,1289,3,RCR,Resale,1195,31 to 35,78.0,Mar-19
QUEENS,1820000,1291,3,RCR,Resale,1410,16 to 20,78.0,Mar-19
THE PARC CONDOMINIUM,3080000,1266,5,OCR,Resale,2433,21 to 25,999.0,Mar-19
THE CREST,1804000,2044,3,RCR,Resale,883,16 to 20,92.0,Mar-19
THE CREST,2408000,2015,3,RCR,Resale,1195,06 to 10,92.0,Mar-19
FABER CREST,1138000,911,5,OCR,Resale,1249,01 to 05,76.0,Mar-19
REGENT PARK,970000,990,5,OCR,Resale,980,06 to 10,73.0,Mar-19
CARIBBEAN AT KEPPEL BAY,1515000,1696,4,RCR,Resale,893,06 to 10,79.0,Mar-19
BLUE HORIZON,965000,1007,5,OCR,Resale,958,21 to 25,80.0,Mar-19
SPOTTISWOODE RESIDENCES,1600000,2009,2,RCR,Resale,797,16 to 20,999.0,Mar-19
REFLECTIONS AT KEPPEL BAY,3850000,1535,4,RCR,Resale,2508,21 to 25,86.0,Mar-19
THE INTERLACE,5400000,929,4,RCR,Resale,5813,21 to 25,89.0,Mar-19
HERITAGE VIEW,1170000,1208,5,RCR,Resale,969,11 to 15,76.0,Mar-19
THE CREST,1857240,2054,3,RCR,Resale,904,16 to 20,92.0,Mar-19
ASCENTIA SKY,1640000,1731,3,RCR,Resale,947,31 to 35,88.0,Mar-19
FABER CREST,1390000,957,5,OCR,Resale,1453,01 to 05,76.0,Mar-19
KENTVIEW PARK,1100000,921,5,RCR,Resale,1195,01 to 05,999.0,Mar-19
CORALS AT KEPPEL BAY,2668888,1771,4,RCR,Resale,1507,01 to 05,87.0,Mar-19
ASCENTIA SKY,1560000,1526,3,RCR,Resale,1023,41 to 45,88.0,Mar-19
THE BERTH BY THE COVE,3000000,1021,4,CCR,Resale,2939,06 to 10,84.0,Feb-19
THE INTERLACE,1600000,1189,4,RCR,Resale,1346,01 to 05,89.0,Feb-19
THE ANCHORAGE,2250000,1403,3,RCR,Resale,1604,01 to 05,999.0,Feb-19
BOTANNIA,1590000,1221,5,OCR,Resale,1302,06 to 10,865.0,Feb-19
THE INTERLACE,3800000,678,4,RCR,Resale,5608,06 to 10,89.0,Feb-19
TANGLIN VIEW,1650000,1321,3,RCR,Resale,1249,01 to 05,77.0,Feb-19
CARABELLE,1150000,1303,5,OCR,Resale,883,01 to 05,865.0,Feb-19
THE TRILINQ,1850000,1088,5,OCR,Resale,1701,01 to 05,92.0,Feb-19
CARIBBEAN AT KEPPEL BAY,1810000,1475,4,RCR,Resale,1227,01 to 05,79.0,Feb-19
ECHELON,1820000,1610,3,RCR,Resale,1130,31 to 35,92.0,Feb-19
DOVER PARKVIEW,1028000,1061,5,RCR,Resale,969,01 to 05,73.0,Feb-19
REFLECTIONS AT KEPPEL BAY,2941200,1846,4,RCR,Resale,1593,01 to 05,86.0,Feb-19
ASCENTIA SKY,1500000,1482,3,RCR,Resale,1012,06 to 10,88.0,Feb-19
CARIBBEAN AT KEPPEL BAY,1500000,1679,4,RCR,Resale,893,06 to 10,79.0,Feb-19
THE INFINITI,1371188,1053,5,OCR,Resale,1302,06 to 10,999.0,Feb-19
BLUE HORIZON,992000,1059,5,OCR,Resale,936,16 to 20,80.0,Feb-19
EMERALD PARK,1210000,1307,3,RCR,Resale,926,06 to 10,71.0,Feb-19
THE CREST,2547500,2132,3,RCR,Resale,1195,06 to 10,92.0,Feb-19
QUEENS,1370000,1157,3,RCR,Resale,1184,01 to 05,78.0,Feb-19
REGENT PARK,903999,944,5,OCR,Resale,958,06 to 10,73.0,Feb-19
THE CREST,2451240,1836,3,RCR,Resale,1335,21 to 25,92.0,Feb-19
THE METROPOLITAN CONDOMINIUM,1870000,1379,3,RCR,Resale,1356,06 to 10,86.0,Feb-19
THE PEAK@BALMEG,2125000,1410,5,RCR,Resale,1507,01 to 05,999.0,Feb-19
DOMAIN 21,1550000,1500,3,RCR,Resale,1033,01 to 05,84.0,Feb-19
THE CREST,2895000,1817,3,RCR,Resale,1593,11 to 15,92.0,Feb-19
SEVEN PALMS SENTOSA COVE,8880000,1841,4,CCR,Resale,4822,01 to 05,87.0,Feb-19
QUEENS,1280000,1399,3,RCR,Resale,915,31 to 35,78.0,Feb-19
TANGLIN VIEW,1630000,1305,3,RCR,Resale,1249,11 to 15,77.0,Feb-19
QUEENS,1530000,1281,3,RCR,Resale,1195,16 to 20,78.0,Feb-19
THE PARC CONDOMINIUM,1720000,888,5,OCR,Resale,1938,01 to 05,999.0,Feb-19
MARINA BAY RESIDENCES,2880000,2347,1,CCR,Resale,1227,21 to 25,85.0,Feb-19
THE METROPOLITAN CONDOMINIUM,2000000,1429,3,RCR,Resale,1399,31 to 35,86.0,Feb-19
PASIR VIEW PARK,1185000,1210,5,RCR,Resale,980,01 to 05,999.0,Feb-19
BLUE HORIZON,973000,1016,5,OCR,Resale,958,11 to 15,80.0,Feb-19
THE CREST,1995000,1951,3,RCR,Resale,1023,01 to 05,92.0,Feb-19
THE CREST,1653000,2075,3,RCR,Resale,797,01 to 05,92.0,Feb-19
ECHELON,1685000,1683,3,RCR,Resale,1001,31 to 35,92.0,Feb-19
MARINA BAY RESIDENCES,2500000,2212,1,CCR,Resale,1130,51 to 55,85.0,Feb-19
THE CREST,2769000,1824,3,RCR,Resale,1518,16 to 20,92.0,Feb-19
PARC IMPERIAL,1380000,1155,5,RCR,Resale,1195,01 to 05,999.0,Feb-19
TURQUOISE,3450000,1418,4,CCR,Resale,2433,01 to 05,87.0,Feb-19
TANGLIN VIEW,2000000,1169,3,RCR,Resale,1711,16 to 20,77.0,Jan-19
THE PARC CONDOMINIUM,1818000,944,5,OCR,Resale,1927,01 to 05,999.0,Jan-19
THE BERTH BY THE COVE,2200000,1319,4,CCR,Resale,1668,01 to 05,84.0,Jan-19
CLYDESVIEW,2550000,1221,3,RCR,Resale,2088,01 to 05,999.0,Jan-19
QUEENS PEAK,1832000,1830,3,RCR,New Sale,1001,31 to 35,95.0,Jan-19
ECHELON,1425000,1947,3,RCR,Resale,732,06 to 10,92.0,Jan-19
THE ANCHORAGE,2220000,1473,3,RCR,Resale,1507,06 to 10,999.0,Jan-19
THE CREST,2100000,1774,3,RCR,Resale,1184,06 to 10,92.0,Jan-19
MONTEREY PARK CONDOMINIUM,1640000,1200,5,OCR,Resale,1367,01 to 05,865.0,Jan-19
ECHELON,2330000,1774,3,RCR,Resale,1313,11 to 15,92.0,Jan-19
TANGLIN VIEW,1580000,1385,3,RCR,Resale,1141,11 to 15,77.0,Jan-19
THE INTERLACE,2168000,1361,4,RCR,Resale,1593,11 to 15,89.0,Jan-19
VARSITY PARK CONDOMINIUM,2040000,1077,5,OCR,Resale,1894,01 to 05,84.0,Jan-19
CARIBBEAN AT KEPPEL BAY,1865000,1456,4,RCR,Resale,1281,06 to 10,79.0,Jan-19
VARSITY PARK CONDOMINIUM,1800000,1178,5,OCR,Resale,1528,01 to 05,84.0,Jan-19
THE VISION,1710000,1302,5,OCR,Resale,1313,16 to 20,88.0,Jan-19
TWIN REGENCY,1800000,1838,3,RCR,Resale,980,11 to 15,999.0,Jan-19
THE ANCHORAGE,1820000,1566,3,RCR,Resale,1163,06 to 10,999.0,Jan-19
SEAHILL,705000,1424,5,OCR,Resale,495,01 to 05,91.0,Jan-19
EMERALD GARDEN,2600000,2100,1,RCR,Resale,1238,01 to 05,807.0,Jan-19
HARBOUR VIEW TOWERS,1603000,1330,4,RCR,Resale,1206,21 to 25,70.0,Jan-19
REFLECTIONS AT KEPPEL BAY,1575000,1557,4,RCR,Resale,1012,01 to 05,86.0,Jan-19
THE VISION,1620000,768,5,OCR,Resale,2110,01 to 05,88.0,Jan-19
THE ANCHORAGE,2475000,1353,3,RCR,Resale,1830,11 to 15,999.0,Jan-19
SEAHILL,718000,1419,5,OCR,Resale,506,06 to 10,91.0,Jan-19
DOVER PARKVIEW,1055000,1127,5,RCR,Resale,936,06 to 10,73.0,Jan-19
REFLECTIONS AT KEPPEL BAY,1400000,1567,4,RCR,Resale,893,26 to 30,86.0,Jan-19
REGENT PARK,1200000,961,5,OCR,Resale,1249,01 to 05,73.0,Jan-19
THE CREST,3714340,2184,3,RCR,Resale,1701,01 to 05,92.0,Jan-19
FABER CREST,1650000,946,5,OCR,Resale,1744,01 to 05,76.0,Jan-19
CARIBBEAN AT KEPPEL BAY,2075000,1555,4,RCR,Resale,1335,01 to 05,79.0,Jan-19
THE FORESTA @ MOUNT FABER,830000,1928,4,RCR,Resale,431,01 to 05,999.0,Jan-19
HERITAGE VIEW,1350000,1120,5,RCR,Resale,1206,01 to 05,76.0,Jan-19
THE CREST,3762095,2009,3,RCR,Resale,1873,01 to 05,92.0,Jan-19
BLUE HORIZON,1300000,1118,5,OCR,Resale,1163,06 to 10,80.0,Jan-19
BLUE HORIZON,1200000,1042,5,OCR,Resale,1152,11 to 15,80.0,Jan-19
CLEMENTIWOODS CONDOMINIUM,1280000,1189,5,OCR,Resale,1076,01 to 05,86.0,Jan-19
MERAPRIME,1990000,1515,3,RCR,Resale,1313,16 to 20,83.0,Jan-19
MERAPRIME,1393888,1660,3,RCR,Resale,840,31 to 35,83.0,Jan-19
